ax_mean,ax_std,ax_min,ax_25,ax_50,ax_75,ax_max,ay_mean,ay_std,ay_min,ay_25,ay_50,ay_75,ay_max,az_mean,az_std,az_min,az_25,az_50,az_75,az_max,wx_mean,wx_std,wx_min,wx_25,wx_50,wx_75,wx_max,wy_mean,wy_std,wy_min,wy_25,wy_50,wy_75,wy_max,wz_mean,wz_std,wz_min,wz_25,wz_50,wz_75,wz_max,aT_mean,aT_std,aT_min,aT_25,aT_50,aT_75,aT_max,avg_freq,catogary
0.44567980654871275,1.2743690181257459,-2.615457928196052,-0.3263851234554552,0.35638240288642076,1.1389266872578738,5.532317973819103,-0.4338460291161206,0.9233804304908436,-1.909013583996959,-1.1492249085470556,-0.48807274322290556,0.06614547836063892,2.5075977481885214,-0.0706591380143917,4.670559705441496,-6.8556424390505315,-3.998286037650052,-1.185706441218436,2.908548484237482,12.041949091139747,0.006223891637988091,0.6521923691406387,-1.464425076412348,-0.4014111681800825,0.17132161780442615,0.4876271733477736,1.5607423582448912,0.0011625000407549258,0.49108919201512774,-1.6490413915792121,-0.3090587009362233,-0.0443783892410551,0.2754124609484456,1.8607190592140015,-0.12393083040691946,0.5206591239097182,-1.6182285964895249,-0.4472788866973828,-0.03340724909736183,0.3148644699219098,0.7040339668906989,4.263629913663566,2.559509004951902,0.2716302109420761,2.085799394882177,3.9080494161111625,5.765096774753858,12.542781969678662,1.9241745942921114,downstairs_hold
0.08140045592526012,1.1854564006609345,-2.8333872774395243,-0.7586184953554145,-0.037339130664698586,1.0121069703252537,3.4634973005461984,-0.34566628856316955,0.9144109704196253,-1.9682267365417303,-1.0763826623872952,-0.37741703196756055,0.11323100310365666,2.513043164714812,0.37006877929153004,4.5628952265549545,-7.3892089341262475,-3.4173366628442547,-0.530763582784741,3.821364160539839,11.831661336045345,-0.02144204127576221,0.761734556754959,-2.0178621352623507,-0.47392728085480396,0.018156772013112023,0.4464988834777578,2.972123892066837,-0.016033747973530542,0.7209742705630465,-3.2748593793002394,-0.3651337557429094,0.05812772838943054,0.4025741171284693,1.4730704516762523,-0.07884823911630762,0.49018765556954547,-1.65223933793018,-0.3623124196226332,0.02006857177575938,0.3049888445561144,0.5839646030810828,4.2073358380313195,2.3848708348476904,0.3680949803725707,2.41017440132194,3.9016266238764956,5.254403300516843,11.985913668154602,1.919855795895728,downstairs_hold
0.26803034794605124,1.1184603752420392,-2.366547085904437,-0.5016337555589487,0.21671200442139307,0.8991768008653114,3.8717850459896836,-0.1525004727744677,0.802337629444201,-1.734614112598033,-0.6377209623242545,-0.29194009498666806,0.46782670285175487,2.359095725462311,0.3411697864746922,3.065541202462504,-5.5778803009964815,-1.9521737607349041,0.1444224752865027,1.9165759311126538,8.396274056294212,-0.07534306768861435,0.754757705166346,-2.1097806894952047,-0.42331661385453745,-0.12151704502586552,0.4326670019579219,1.6308314212809782,-0.1498613007948007,0.5410152478876645,-2.1619722213658275,-0.37876670155475967,-0.15845756391978325,0.10647108951584838,1.591991823153387,-0.3814689863507552,0.5629358505030198,-1.759045689610313,-0.7405594214637774,-0.3653800361069105,-0.01985579667621585,0.8147052883132677,2.928364536724603,1.7323755930132168,0.6164214252719553,1.6216062781220435,2.4266730337894793,3.920708649976696,8.780947774516717,1.0022197558268715,downstairs_hold
0.17115075844729394,1.244460729480851,-3.3833851807478985,-0.5286008772108921,0.1737972488154117,0.7507184685720784,3.7709557909147398,-0.35994252122280695,0.923297119407629,-2.0298918111742945,-1.0356434712910554,-0.4079276155577155,0.22665368722062718,2.362434357443398,0.38502080152522467,3.7718298868184084,-7.608135004974083,-2.0789595166378887,-0.258047250037578,2.7629632555672594,11.964866588022675,-0.003673155742338747,0.7952743188413963,-2.223383069338977,-0.479630704631974,0.08876391327063511,0.5251552394282996,2.082652104318191,-0.13177199160173228,0.5808443434330299,-2.1760263906982975,-0.38033973415112465,-0.06044920058105307,0.19653870301289866,1.1783802366321396,-0.3766574411223396,0.6581943516728251,-3.2185768637734014,-0.5867456421063509,-0.2575885174633604,-0.02846441231863836,0.6359174883307481,3.5510286115536056,2.098667772651085,0.9146507334396732,2.0171486708796857,3.035755011831251,4.499007052995903,12.100027338963,1.08754863813229,downstairs_hold
0.36318429203987496,1.3342090574692733,-2.2620213388251504,-0.5539721911858752,0.32708713744462226,1.115371504023149,6.434165562197989,-0.4259742742406033,0.9172367238380892,-2.2741203590397756,-0.9374904855971637,-0.508710856793742,0.08319830791272637,3.560878532571193,0.2660112418406159,3.7524246554076757,-6.787432052728917,-2.637000709391861,-0.7894369710387068,2.7925965527291385,11.685971193928896,-0.04084753259931986,0.7381335833710417,-2.5663976400163078,-0.4801605631810275,0.04473910863540076,0.4159434712569187,1.4571849594777637,-0.14290737143243434,0.6345583209703267,-1.946620696385087,-0.41608339192745214,-0.12371479826398157,0.13690311190340237,3.321736518290446,-0.3105694858430164,0.7240375486885117,-1.8480754636301615,-0.7921191892476206,-0.28608383325944525,0.22927250205674618,0.9711046285858557,3.57283474163958,2.1104421326684175,0.40151602696442057,2.2619515306851885,3.2169752780209793,4.143697088965983,12.430283058893874,2.0821765685730043,downstairs_hold
-0.14739655739488938,1.212359191863036,-2.31472255517964,-1.0923259442930162,-0.30871516212386546,0.6259217586999878,3.1134966367152126,-0.22646981131651217,0.8807366096909294,-2.6769615418115773,-0.7261770000717378,-0.152570069923714,0.37080147280541453,1.7944036956085287,-0.0884094792042957,4.794072161586768,-7.782926324424668,-4.105266518284759,-0.8531322164378905,2.8443766602148153,11.015352784918258,-0.004181941683971637,0.7465994625551303,-1.864964623078107,-0.47631351043461145,0.15043350154168955,0.5108646368206007,1.2550628333722977,-0.020583811985754527,0.41230004500644046,-1.11818431625806,-0.283574992362583,0.015873394612851206,0.22471995122746458,1.0790257102588279,0.0509232206157504,0.48838799010008005,-1.1460029735674329,-0.27862542523064004,0.11313728204431417,0.38240648022869583,1.3572528420601149,4.394815617456792,2.4463696171147635,0.4609434466231231,2.3229620835179334,4.143684430680532,5.73224418398991,11.13108528349966,1.831298557158732,downstairs_hold
0.09607749733856799,1.3445457524840012,-2.3595991655195006,-1.0428195756278045,0.07522178226212745,1.1082235113965506,3.704907313323561,-0.2575410126939935,1.0015917905299778,-2.8092885969457555,-0.8757730611622536,-0.12320406981421983,0.34138848142994493,2.4499191768790083,0.053785578987831754,4.625796926940151,-8.191747286880746,-3.7911163484012125,-1.5962340704467093,4.037322161879816,11.837720504974364,0.05767677559160252,0.8088326237148155,-1.9890626121790913,-0.34161331370744996,0.2137637263421697,0.636940390941503,2.3504195356217332,0.021322251149720566,0.4866083679183743,-1.92627865656901,-0.27641099727334084,0.07745483682630697,0.3844144008024468,1.0299122854448746,-0.05867039897769362,0.7421222316590784,-1.6656451556159464,-0.7129790547941776,0.05381625071610844,0.5768890915708587,1.3278526033491387,4.461377870117516,2.1043154135561535,0.7469426539798201,2.988373112027981,4.209799442709889,5.597173233938769,11.980970616720978,2.002224694104541,downstairs_hold
0.05945847174626326,1.2979829596656118,-3.4904780148454213,-0.7084579096155256,0.11000596308261822,0.7943620172022253,3.733134422285391,-0.34061614525947415,0.892723764112767,-2.9976248424232796,-0.8718214713623255,-0.3067369169195212,0.20603651169309525,1.8727613809114487,0.10022868558448603,3.964336298392467,-6.4984870041916984,-3.0755017033121135,-0.38775836209201764,2.748249543556086,12.617232195825922,0.02457693670595071,0.7740115183367241,-2.224213763734813,-0.5253656556427042,0.14596747425911377,0.6012931136468042,1.4631449842201503,0.08803728593673635,0.58980699644299,-1.5228778343513967,-0.30878221201915307,0.11071863532909598,0.47851688604474973,1.315368218853688,0.12939118831316793,0.670732899653192,-1.7064994159883826,-0.24970264352168559,0.16342536664585203,0.586509705011335,1.4194213245016225,3.798977742630941,1.9977250683619014,0.7876211683438653,2.3898931872073987,3.450994934395005,4.86151948385291,12.911828575841824,2.0844913841022787,downstairs_hold
-0.03362554095219742,1.0073502698170265,-1.9015137980472459,-0.6843489412023605,0.01119010491981813,0.5361488890927193,2.756500938794271,0.01789862191124084,0.7188666141064336,-1.6415159482804342,-0.46254782079696166,-0.05902524400517078,0.4969506019922989,2.0442898864322276,-0.11758228684975153,2.6255735591918405,-5.73127451348776,-2.4312261139047635,-0.1802181393591608,1.7421160949867263,7.380062415166316,0.024934762822633037,0.6829147181518662,-2.2594582648260086,-0.3990271743516529,0.10739685782587877,0.43296615503217173,1.5496153256936211,0.020468829765485964,0.541510323948421,-1.533561988740491,-0.3002721265901064,-0.023241197595736052,0.38936459172187116,1.5686768995295957,0.05791850745455471,0.49583356678308405,-1.4591901572396164,-0.25494490397568403,0.13861504945208106,0.3949379594981327,1.0272407894976479,2.587994706015453,1.316088408913939,0.278488291872856,1.6241511321259798,2.4035688102390598,3.38374989108738,7.154344741188627,1.997780244173157,downstairs_hold
-0.09699816779925098,0.8186243690659801,-2.075293010222928,-0.6279223475716791,-0.1776609248790076,0.2957317643917574,2.448046537780566,-0.1299202453699106,0.6402505267216166,-1.6879712053445524,-0.6126741045252353,-0.07220663879435288,0.38485164557092555,1.2954979009536935,0.12293153797330142,3.4167079388339188,-4.749582819772623,-2.78689968380361,-0.2146220231072649,2.0315352584275144,10.304606387784377,-0.028343273406440272,0.6590949266716449,-2.048057648718109,-0.39993648379667784,0.14056596215383288,0.47932375648799197,1.1859750105832956,0.020908888327913232,0.3716851792942027,-1.083552286374292,-0.22286708835364227,0.056502113778581574,0.27568716372429797,0.9610673797700962,-0.012977151640048446,0.41170938118001543,-1.164046158083419,-0.2650512684449891,0.018552086458997846,0.2880211183654196,0.8740068911390374,3.070481335183977,1.8410356067051155,0.3040122569908541,1.7680592046003347,2.7589422357607716,3.796456593440305,10.4228582971858,1.0,downstairs_hold
